participantId,trialId,trialOrder,responseId,responsePrompt,answer,startTime,endTime,duration,cleanedDuration,configHash,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_6,15,param-sigma,parameter sigma,0.6,2025-03-05T04:48:26.003Z,2025-03-05T04:48:29.546Z,3543,3543,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_6,15,param-lambda,parameter lambda,0.4,2025-03-05T04:48:26.003Z,2025-03-05T04:48:29.546Z,3543,3543,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_6,15,param-p,parameter p,2.9,2025-03-05T04:48:26.003Z,2025-03-05T04:48:29.546Z,3543,3543,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_6,15,param-q,parameter q,15.2,2025-03-05T04:48:26.003Z,2025-03-05T04:48:29.546Z,3543,3543,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_7,16,location-x,The x-axis location of your click,1.36,2025-03-05T04:48:29.682Z,2025-03-05T04:48:33.462Z,3780,3780,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_7,16,location-y,The y-axis location of your click,0.33765656,2025-03-05T04:48:29.682Z,2025-03-05T04:48:33.462Z,3780,3780,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_7,16,pixel-x,The Pixel x-axis location of your click,390.26,2025-03-05T04:48:29.682Z,2025-03-05T04:48:33.462Z,3780,3780,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_7,16,pixel-y,The y-axis location of your click,276.6256589,2025-03-05T04:48:29.682Z,2025-03-05T04:48:33.462Z,3780,3780,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_7,16,param-mu,parameter mu,1.5,2025-03-05T04:48:29.682Z,2025-03-05T04:48:33.462Z,3780,3780,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_7,16,param-sigma,parameter sigma,1,2025-03-05T04:48:29.682Z,2025-03-05T04:48:33.462Z,3780,3780,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_7,16,param-lambda,parameter lambda,-0.6,2025-03-05T04:48:29.682Z,2025-03-05T04:48:33.462Z,3780,3780,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_7,16,param-p,parameter p,4.3,2025-03-05T04:48:29.682Z,2025-03-05T04:48:33.462Z,3780,3780,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_7,16,param-q,parameter q,3.5,2025-03-05T04:48:29.682Z,2025-03-05T04:48:33.462Z,3780,3780,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_8,17,location-x,The x-axis location of your click,-1.09,2025-03-05T04:48:33.598Z,2025-03-05T04:48:36.391Z,2793,2793,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_8,17,location-y,The y-axis location of your click,0.412791155,2025-03-05T04:48:33.598Z,2025-03-05T04:48:36.391Z,2793,2793,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_8,17,pixel-x,The Pixel x-axis location of your click,259.185,2025-03-05T04:48:33.598Z,2025-03-05T04:48:36.391Z,2793,2793,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
