"","participantId","task","id","rsp_time","status","data.select.x","data.select.y","pixel.select.x","pixel.select.y","param.mu","param.sigma","param.lambda","param.p","param.q","pixelToMM","dist_to_screen","data.ans.y","data.ans.x","va.resp.x","va.resp.y","va.ans.x","va.ans.y"
"108","67104869a47a61b561900be7","task3","8",17.475,"completed",-0.12,0.49182697315664,311.08,215.728345603127,-0.93,1.2,0.53,2.43,46.9,5.14117647058824,526.079584997385,0.5,-0.0931248534023302,5.52643910761675,4.1136893631443,5.55682676512342,4.18198918045642
"109","67104869a47a61b561900be7","task3","9",16.061,"completed",-0.62,0.49829530218548,284.33,213.173355636735,0.3,0.96,-0.61,4.77,33.09,5.14117647058824,526.079584997385,0.5,-0.614858410775029,4.96095310944338,4.16774371674782,4.96676938065858,4.18198918045642
"110","67104869a47a61b561900be7","task3","10",23.429,"completed",-0.32,0.50341196529318,300.38,211.152273709194,-0.42,0.66,0.09,4.16,36.49,5.14117647058824,526.079584997385,0.5,-0.327047908909473,5.30027548629414,4.21050119263482,5.29230481914002,4.18198918045642
"111","671e36cc7fa293418ae65232","task3","1",27.66,"completed",1.39,0.495201234355547,391.865,214.395512429559,1.21,0.66,0.19,3.53,46.61,4.95294117647059,493.372007605326,0.5,1.39958366206254,8.00263045075723,4.58386733765928,8.01459364742734,4.6282394110344
"112","671e36cc7fa293418ae65232","task3","2",14.31,"completed",-1.47,0.496632465305548,238.855,213.830176204309,-1.71,0.75,0.25,2.32,24.48,4.95294117647059,493.372007605326,0.5,-1.46326886627526,4.42585742538077,4.59710144472018,4.43428839863881,4.6282394110344
"113","671e36cc7fa293418ae65232","task3","3",15.743,"completed",-0.39,0.502763838242429,296.635,211.40828389424,0.05,0.85,-0.35,3.58,32.07,4.95294117647059,493.372007605326,0.5,-0.397091020349416,5.77791836038945,4.6537947772006,5.7690458898828,4.6282394110344
"114","671e36cc7fa293418ae65232","task3","4",11.109,"completed",-0.66,0.508818660235559,282.19,209.016629206954,-1.93,1.79,0.43,4.87,30.74,4.95294117647059,493.372007605326,0.5,-0.710125667271128,5.44003931420991,4.70977804970553,5.37730126430846,4.6282394110344
"115","671e36cc7fa293418ae65232","task3","5",12.148,"completed",1.23,0.503774019831507,383.305,211.009262166555,-0.13,1.17,0.74,4.91,37.1,4.95294117647059,493.372007605326,0.5,1.21615019251092,7.80287832066254,4.66313513617556,7.78558526608491,4.6282394110344
"116","671e36cc7fa293418ae65232","task3","6",14.682,"completed",-0.85,0.493788830320214,272.025,214.953412023515,-1.33,1.05,0.34,2.76,24.86,4.95294117647059,493.372007605326,0.5,-0.831574624760248,5.20221547128234,4.57080719674961,5.22528059179505,4.6282394110344
"117","671e36cc7fa293418ae65232","task3","7",7.692,"completed",0.51,0.502680558911818,344.785,211.441179229832,0.87,1.28,-0.22,2.31,18.96,4.95294117647059,493.372007605326,0.5,0.500913962529488,6.90342317910448,4.65302475561044,6.89206683052427,4.6282394110344
